ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,42,128,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Truck Driver,Truck,20,0,1,0,1,0,0,0,1,1,0,0,0,0,23,1,7
Collector,Etobicoke York,Intersection,Other,No Control,Snow,Daylight,Slush,SMV Other,Driver,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,0,0,22,15,3
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,16,0,0,0,0,1,0,0,0,0,0,0,1,0,12,111,9
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Rear End,Driver,Automobile,2,0,1,0,0,0,0,1,1,0,1,0,0,0,14,84,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,8,0,1,0,0,0,0,0,1,0,0,0,1,1,22,12,2
Major Arterial,Scarborough,Mid-Block,At/Near Private Drive,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,42,130,10
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,20,0,1,1,0,0,0,0,0,0,0,0,0,0,53,56,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,42,128,12
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,0,0,0,1,0,0,0,0,0,0,1,0,13,31,11
Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,9,0,1,0,0,0,0,0,1,1,0,1,0,0,22,11,5
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,21,1,1,0,0,0,0,0,0,0,0,0,0,0,14,95,4
Major Arterial,Scarborough,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,42,131,9
Major Arterial,Scarborough,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,Truck,8,0,0,0,1,0,0,0,0,0,0,0,1,0,43,136,6
Other,Other,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Motorcycle Passenger,2 Wheels,22,0,0,1,0,0,0,1,1,0,0,0,0,0,41,119,8
Collector,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Van,10,0,1,0,0,0,0,0,1,1,0,0,0,0,42,130,3
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,21,0,1,1,0,0,0,0,1,0,0,0,0,0,33,119,7
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Snow,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,0,0,0,0,1,0,0,0,1,0,41,120,2
Major Arterial,North York,Intersection,Other,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,10,0,1,0,0,0,0,0,1,0,0,0,1,0,13,106,10
Minor Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Passenger,Other,11,0,1,0,0,0,0,0,0,0,0,0,0,1,12,30,5
Collector,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,Other,9,1,1,0,0,0,0,0,1,0,0,0,0,0,54,58,8
Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,12,0,1,1,0,0,0,0,1,0,0,0,0,0,32,50,11
Collector,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,SMV Other,Driver,Automobile,23,0,1,0,0,0,0,1,1,0,0,0,0,1,43,140,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Angle,Driver,Automobile,21,0,1,0,0,0,0,1,1,0,0,0,0,1,33,47,1
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,1,11,87,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,1,0,0,0,1,0,53,39,5
Collector,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,1,0,32,26,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,13,0,1,0,0,0,0,0,1,1,0,0,0,1,43,127,5
Collector,Scarborough,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,42,130,12
Local,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,0,0,0,0,1,0,32,36,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,11,0,0,0,1,0,0,0,0,0,0,0,1,0,31,26,9
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,55,66,8
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,42,130,11
Collector,Scarborough,Intersection,Other,No Control,Clear,Daylight,Dry,Other,Driver,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,0,1,42,132,6
Minor Arterial,Toronto and East York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,18,1,1,0,0,0,0,0,1,0,0,0,0,1,51,72,6
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Passenger,Other,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42,129,4
Other,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Rear End,Driver,Automobile,18,0,1,0,0,0,0,1,1,0,0,0,0,0,32,33,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Other,Clear,Dark,Dry,Angle,Vehicle Owner,Other,1,0,1,0,0,0,0,1,1,0,0,0,0,0,51,73,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Other,Other,16,0,1,0,1,0,0,0,0,0,0,0,1,1,41,119,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,14,95,1
Major Arterial,North York,Intersection,At Intersection,No Control,Rain,Dark,Dry,Rear End,Passenger,Automobile,17,0,1,0,0,1,0,0,0,0,0,0,0,1,32,39,11
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Other,12,1,0,0,0,0,0,0,0,0,0,0,0,0,14,93,7
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Van,10,0,1,0,0,0,0,0,1,1,0,0,0,1,42,116,7
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,Automobile,10,0,1,0,0,0,0,1,1,0,0,0,0,1,43,138,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Other,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,22,0,1,0,0,0,0,0,1,0,0,0,1,1,52,78,4
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Other,Other,Other,Turning Movement,Driver,Bus,3,0,1,0,0,1,0,0,1,0,0,0,0,0,31,26,3
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,0,0,41,119,8
Minor Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,0,13,31,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,1,0,0,0,1,0,41,120,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Other,15,0,1,0,0,0,0,0,0,0,0,0,0,1,33,42,7
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,Other,5,0,1,0,0,0,0,1,1,0,0,0,1,0,23,1,2
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,18,0,1,1,0,0,0,0,1,0,0,0,0,0,11,87,8
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Dark,Dry,SMV Other,Other,Automobile,0,0,1,0,0,0,0,1,1,0,0,0,0,0,23,8,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Other,8,0,1,0,0,0,0,0,1,1,0,0,0,1,32,34,8
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,1,0,52,77,12
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,14,0,1,0,0,0,0,0,0,0,0,0,1,0,51,98,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,Truck,10,0,0,0,1,0,0,0,0,0,0,0,1,0,31,24,9
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Passenger,Other,10,0,1,0,0,0,0,0,1,1,0,0,0,1,42,116,7
Major Arterial,Scarborough,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,9,0,1,0,0,0,0,0,0,0,0,1,0,0,43,139,12
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,3,0,0,0,0,0,0,0,0,0,0,0,1,0,32,105,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Approaching,Driver,Automobile,13,0,1,0,0,0,0,0,1,0,0,0,0,1,43,136,7
Collector,Etobicoke York,Intersection,Other,No Control,Clear,Dark,Wet,Pedestrian Collisions,Driver,Automobile,0,0,1,0,0,0,0,1,1,0,0,0,1,1,31,27,9
Minor Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Other,Other,4,0,1,0,0,0,0,1,1,0,0,0,0,0,12,113,9
Expressway,North York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,SMV Other,Passenger,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,1,54,44,9
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Driver,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,17,0,0,0,0,1,0,0,0,0,0,0,1,0,53,104,1
Minor Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,22,0,1,1,0,0,0,1,1,0,0,0,0,0,32,51,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,17,0,1,0,0,0,0,1,1,1,0,0,0,1,22,17,6
Other,Other,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,17,1,1,0,0,0,0,0,0,0,0,0,0,0,51,74,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23,1,10
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,22,0,1,0,0,1,0,1,1,1,0,0,0,0,32,33,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,16,0,1,1,0,0,0,0,1,0,0,0,0,0,33,49,8
Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,Truck,8,0,0,0,1,0,0,0,1,0,0,0,1,0,31,27,9
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,1,0,1,0,0,0,0,0,0,0,1,0,1,1,11,85,8
Local,Toronto and East York,Mid-Block,Other,No Control,Rain,Daylight,Wet,SMV Other,Vehicle Owner,Other,10,0,1,0,0,0,0,0,0,0,0,0,0,1,11,87,10
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,10,1,1,0,0,0,0,0,1,0,0,0,0,0,23,1,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,21,1,1,0,0,0,0,0,0,0,0,0,0,0,14,77,9
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Passenger,Other,17,0,1,0,0,0,0,0,1,0,0,0,0,1,23,4,10
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,1,0,32,33,7
Minor Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,14,1,1,0,0,0,0,0,1,0,0,0,0,0,11,86,3
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,19,0,1,0,0,0,0,0,1,0,0,0,1,0,31,21,5
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,19,0,1,0,0,0,0,1,1,0,0,0,0,1,32,50,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,1,0,32,33,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Driver,Automobile,15,0,1,1,0,0,0,0,1,0,0,0,0,0,54,54,7
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Automobile,21,0,1,0,0,0,0,1,1,0,0,0,0,1,31,21,4
Local,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,1,0,41,122,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,21,0,1,1,0,0,0,0,0,0,0,0,0,1,22,10,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,5,0,1,0,0,0,0,0,0,0,0,0,1,0,23,3,12
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Other,Dark,Other,Sideswipe,Driver,Automobile,22,0,1,0,0,0,0,1,1,0,1,0,0,1,22,18,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Passenger,Other,14,0,1,0,0,0,0,0,0,0,0,0,0,1,14,81,11
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,1,0,1,0,43,123,7
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Rear End,Driver,Automobile,16,0,1,0,0,0,0,0,0,0,0,1,0,0,22,17,9
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Passenger,Other,14,0,1,0,1,1,0,1,1,0,0,0,0,1,33,43,8
Minor Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dawn,Wet,Pedestrian Collisions,Pedestrian,Other,6,0,1,0,0,0,0,0,0,0,0,0,1,0,54,59,3
Major Arterial,Scarborough,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,10,0,1,0,1,0,0,0,1,0,0,0,0,1,43,139,1
Collector,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,16,0,1,0,0,0,0,0,0,0,0,0,1,0,54,54,11
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,6,0,1,1,0,0,0,0,1,0,0,0,0,0,52,77,7
Minor Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,0,0,0,0,1,0,0,0,1,0,52,77,4
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,14,0,1,1,0,0,0,0,1,0,0,0,0,0,31,26,5
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32,105,12
Major Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Vehicle Owner,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,0,52,78,6
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Truck,17,0,1,0,0,0,0,0,1,0,0,0,1,0,32,39,11
Local,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,23,0,1,1,0,0,0,0,1,0,0,0,0,0,23,4,8
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Other,Pedestrian Collisions,Truck Driver,Truck,2,0,1,0,1,0,0,0,0,0,0,0,1,0,14,85,2
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,8,0,1,0,0,0,0,0,0,0,0,0,1,1,32,36,12
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,0,0,53,95,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Snow,Turning Movement,Truck Driver,Truck,21,0,1,0,1,0,0,0,1,1,0,1,0,0,32,27,3
Major Arterial,North York,Mid-Block,Other,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,1,0,41,120,12
Collector,Etobicoke York,Intersection,Non Intersection,No Control,Rain,Daylight,Wet,Approaching,Driver,Automobile,16,0,1,0,0,0,0,1,1,0,0,0,0,0,23,1,9
Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,SMV Other,Other,Other,4,0,1,0,0,0,0,1,1,0,0,0,0,0,12,110,10
Local,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Wet,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,33,45,7
Local,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,22,0,0,0,0,1,0,0,0,0,0,0,1,0,11,86,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,41,119,9
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Rear End,Truck Driver,Truck,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11,85,3
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,51,73,3
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Snow,Daylight,Wet,Pedestrian Collisions,Driver,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,1,0,41,120,2
Local,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Driver,Automobile,23,0,1,0,0,0,0,1,1,0,0,0,0,0,42,128,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Vehicle Owner,Other,22,0,1,0,0,0,0,0,0,0,0,0,1,0,22,8,3
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52,77,3
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,0,1,12,30,12
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Other,Van,20,0,1,0,0,0,0,1,1,0,0,0,0,0,43,123,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Turning Movement,Passenger,Other,22,0,1,0,0,0,0,1,1,0,1,0,0,1,23,1,9
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,Other,0,0,1,0,0,0,0,0,0,0,1,0,1,0,41,124,10
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Cyclist Collisions,Driver,Automobile,19,1,1,0,0,0,0,0,1,0,0,0,0,0,13,92,10
Major Arterial,Etobicoke York,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Angle,Driver,Other,12,0,1,0,0,0,0,0,1,0,0,0,0,0,22,14,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Van,14,0,1,0,0,0,0,0,0,0,0,0,1,0,41,120,7
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,1,0,11,88,7
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Rear End,Driver,Automobile,3,0,1,0,0,0,0,1,1,0,1,0,0,0,11,85,1
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,Automobile,10,0,1,0,0,0,0,1,1,0,0,0,0,1,43,138,11
Local,North York,Intersection,Other,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,32,50,2
Local,Etobicoke York,Intersection,Other,Stop Sign,Clear,Dark,Wet,SMV Other,Passenger,Other,2,0,1,0,0,0,0,0,0,0,1,0,0,1,31,27,1
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,21,0,1,0,0,0,0,1,1,0,0,0,0,1,31,21,4
Major Arterial,North York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,9,0,1,0,0,0,0,0,0,0,0,0,1,1,32,37,8
Collector,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,Truck,8,0,0,0,1,0,0,0,1,0,0,0,1,0,31,27,9
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,16,0,1,0,0,1,0,0,0,0,0,0,0,0,52,77,9
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,SMV Other,Driver,Automobile,5,0,1,0,0,0,0,1,1,0,0,0,0,0,22,19,1
Major Arterial,Scarborough,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,9,0,1,0,0,0,0,0,0,0,0,1,0,0,43,139,12
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Van,23,0,1,0,0,0,0,0,0,0,0,0,1,0,41,126,12
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,SMV Other,Pedestrian,Other,10,0,1,0,0,0,0,0,1,0,0,0,1,0,31,26,4
Major Arterial,North York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,11,0,1,0,0,0,0,0,0,0,0,1,1,0,32,36,6
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Automobile,15,0,1,0,0,0,0,1,1,0,0,0,0,0,42,129,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,5,0,1,0,0,0,0,0,0,0,0,0,1,0,23,3,12
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Other,Other,14,0,1,0,0,0,0,0,0,0,0,0,0,1,33,49,6
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,Other,4,0,0,0,0,0,0,0,0,0,0,0,1,0,51,73,8
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,0,1,0,0,0,0,0,0,0,0,1,0,14,82,6
