ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,INJURY,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,7,1,0,0,1,0,0,0,0,0,0,0,0,0,51,73,6
Major Arterial,Etobicoke York,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Angle,Driver,None,Automobile,12,0,1,0,0,0,0,0,1,0,0,0,0,0,22,14,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,21,0,1,0,0,0,0,0,0,0,0,0,1,0,43,137,4
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Vehicle Owner,None,Other,7,0,1,0,1,0,0,0,0,0,0,0,0,1,23,1,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,13,1,1,0,0,0,0,0,0,0,0,0,0,0,14,82,3
Minor Arterial,Toronto and East York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Wet,Angle,Vehicle Owner,None,Other,8,0,1,0,0,0,0,0,1,0,0,0,0,1,11,93,4
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Automobile,1,1,1,0,0,0,0,0,0,0,0,0,0,0,51,73,6
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,None,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,0,0,23,1,2
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Daylight,Wet,Pedestrian Collisions,Vehicle Owner,None,Other,7,0,1,0,0,0,0,0,1,0,0,0,1,0,23,1,9
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,52,78,12
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,19,0,0,0,0,1,0,0,0,0,0,0,1,0,54,58,8
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Turning Movement,Passenger,None,Other,21,1,1,0,0,0,0,0,0,0,0,0,0,1,41,124,8
Collector,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,2,0,1,0,0,0,0,0,1,0,0,0,1,0,43,136,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,6,0,1,1,0,0,0,0,1,0,0,0,0,0,12,113,7
Major Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,7,1,1,0,0,0,0,0,1,0,0,0,0,0,43,127,10
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Passenger,None,Other,21,0,1,0,0,0,0,0,0,0,0,0,1,1,55,70,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Minor,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,1,41,120,1
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,None,Other,11,0,1,1,0,0,0,0,1,0,0,0,0,1,13,31,8
Local,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Bus,22,0,0,0,0,1,0,0,0,0,0,0,1,0,11,86,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Automobile,18,1,1,0,0,0,0,0,0,0,0,0,0,0,14,82,11
Major Arterial,Scarborough,Mid-Block,Other,No Control,Snow,Daylight,Snow,Approaching,Driver,None,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,0,1,42,130,1
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,Pedestrian Crossover,Snow,Dark,Wet,Pedestrian Collisions,Driver,None,Automobile,19,0,1,0,0,0,0,0,1,0,0,0,1,0,14,79,1
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,8,1,0,0,1,0,0,0,0,0,0,0,0,0,53,103,4
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,0,22,20,10
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,None,Automobile,22,0,1,0,0,0,0,0,0,0,0,0,1,0,41,124,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Driver,None,Automobile,21,1,1,0,0,0,0,0,0,0,0,0,0,0,43,136,7
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Other,None,Other,0,0,1,0,0,0,0,1,1,1,0,0,0,1,51,72,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,15,0,1,0,0,0,0,0,0,0,0,0,1,0,42,131,6
Minor Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,None,Automobile,17,0,1,0,0,0,0,0,1,0,0,0,1,0,22,14,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Cyclist Collisions,Driver,None,Automobile,5,1,1,0,0,0,0,0,1,0,0,0,0,0,53,95,1
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Driver,None,Automobile,13,0,1,0,0,0,0,0,0,0,0,0,1,0,13,107,3
Local,Toronto and East York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,0,41,122,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Passenger,Minor,Other,13,0,1,0,0,0,0,0,1,0,0,0,0,1,51,74,11
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Rear End,Other,None,Other,8,0,1,0,0,0,0,1,1,0,0,0,0,0,54,66,2
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,18,0,1,0,0,0,0,0,1,0,0,0,1,0,22,15,12
Major Arterial,Scarborough,Mid-Block,At/Near Private Drive,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,42,130,10
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Truck Driver,Fatal,Truck,5,0,0,0,1,0,0,1,1,0,0,0,0,1,55,68,3
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,20,1,1,0,0,0,0,0,0,0,0,0,0,0,52,77,9
Major Arterial,Scarborough,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Fatal,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,1,42,117,11
Minor Arterial,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Driver,None,Van,14,0,1,1,0,0,0,0,1,0,0,0,0,1,12,110,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Minor,Automobile,10,0,1,0,0,0,0,0,1,1,0,0,0,1,52,76,7
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,SMV Other,Driver,Major,Automobile,3,0,1,0,0,0,0,1,1,0,1,0,0,1,22,15,12
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Dark,Dry,Rear End,Other,None,Other,2,0,1,0,1,0,0,1,1,0,0,0,0,0,23,1,10
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Rear End,Driver,Major,Automobile,20,0,1,0,0,0,0,0,1,0,0,0,0,1,23,1,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,43,134,1
Minor Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,17,0,1,1,0,0,0,0,0,0,0,0,0,1,41,127,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Pedestrian,Major,Other,15,1,0,0,0,0,0,0,0,0,0,0,1,0,53,98,4
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Other,13,1,1,0,0,0,0,0,0,0,0,0,0,0,53,103,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Snow,Dark,Snow,Angle,Vehicle Owner,None,Other,3,0,1,0,0,1,0,0,1,1,0,0,0,1,53,39,1
Collector,Etobicoke York,Intersection,Non Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,1,0,12,110,11
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Rain,Dusk,Wet,Pedestrian Collisions,Driver,None,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,1,0,43,137,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Fatal,2 Wheels,16,0,1,1,0,0,0,0,1,0,0,0,0,0,33,49,8
Minor Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Driver,Major,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,0,23,8,6
Major Arterial,Toronto and East York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Major,Automobile,20,1,1,0,0,0,0,0,0,0,0,0,0,0,55,69,6
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,None,Other,3,0,1,0,0,0,0,0,0,0,0,0,0,1,52,76,8
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Rain,Dark,Wet,Approaching,Driver,Major,Automobile,2,0,1,0,0,0,0,0,0,0,1,0,0,1,41,122,2
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,22,0,1,0,0,0,0,0,0,0,0,0,1,0,42,118,11
Minor Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Other,None,Other,10,0,1,0,1,0,0,0,1,0,0,0,0,0,14,85,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dawn,Wet,Angle,Other,None,Other,5,0,1,0,0,0,0,0,1,1,1,0,0,0,11,90,5
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Major,Automobile,17,0,1,0,0,0,0,0,0,0,0,1,0,0,54,44,4
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,14,1,1,0,0,0,0,0,0,0,0,0,0,1,22,14,7
Major Arterial,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,SMV Other,Passenger,None,Other,15,0,1,0,0,0,0,0,0,0,0,0,0,1,33,48,11
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,Major,2 Wheels,16,0,0,1,0,0,0,0,0,0,0,0,0,0,32,36,4
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,14,0,0,0,1,0,0,0,0,0,0,0,1,0,12,30,5
Collector,Scarborough,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,14,0,1,0,0,0,0,0,0,0,0,0,1,0,41,122,8
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Major,Automobile,5,0,1,0,0,0,0,0,0,0,1,0,0,0,23,1,7
Local,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,13,0,0,0,0,0,0,0,0,0,0,0,1,0,41,121,8
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Driver,None,Automobile,17,0,1,0,0,0,0,0,0,0,0,0,1,0,31,26,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,23,0,1,0,0,0,0,0,1,0,1,0,1,0,52,75,9
Collector,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,Major,Automobile,1,0,1,0,0,0,0,0,0,0,0,0,0,1,43,137,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Minor,Other,18,0,1,0,0,0,0,0,0,0,0,1,0,1,32,40,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Sideswipe,Driver,None,Automobile,15,0,1,1,0,0,0,0,0,0,0,0,0,0,55,64,4
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,3,0,1,0,0,0,0,0,0,0,0,0,1,0,14,77,6
Local,Etobicoke York,Mid-Block,Other,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Vehicle Owner,None,Other,13,0,1,0,0,0,0,0,0,0,0,0,1,0,12,110,8
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,11,1,1,0,0,0,0,0,0,0,0,0,0,0,22,14,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,14,0,1,0,0,0,0,0,0,0,0,0,0,1,33,47,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,14,1,1,0,0,0,0,0,0,0,0,0,0,1,52,76,11
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Dark,Dry,Angle,Driver,Minor,Automobile,2,0,1,0,0,0,0,0,1,1,0,0,0,1,23,1,7
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Wet,Pedestrian Collisions,Pedestrian,Major,Other,6,0,1,0,0,0,0,0,1,0,0,0,1,0,12,91,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Minor,Automobile,0,0,1,0,0,0,0,0,1,0,0,0,0,0,55,70,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,4,0,1,0,0,0,0,0,0,0,0,0,1,0,31,21,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Passenger,Major,Other,23,0,1,0,0,0,0,1,1,1,0,0,0,1,33,48,6
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,SMV Other,Driver,Major,Automobile,3,0,1,0,0,0,0,1,1,0,0,0,0,1,51,75,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,1,32,34,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Passenger,None,Other,19,0,1,0,0,0,0,1,1,0,0,0,1,1,32,50,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,15,0,1,0,0,0,0,0,1,1,0,0,1,0,52,76,12
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,16,1,1,0,0,0,0,0,1,0,0,0,0,0,52,78,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Minor,Automobile,10,0,1,0,0,0,0,1,1,1,0,0,1,1,43,138,6
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Major,Automobile,9,0,1,0,0,0,0,0,0,0,0,0,0,1,41,120,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,1,0,41,138,11
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Passenger,Major,Other,3,0,1,0,0,0,0,1,1,0,0,0,0,1,54,58,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Other,None,Other,14,0,1,0,0,0,0,0,0,0,0,0,0,1,33,49,6
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Driver,None,Automobile,18,0,1,1,0,0,0,0,1,0,0,0,0,0,11,87,8
Collector,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,20,0,1,1,0,0,0,0,1,0,0,0,0,1,51,77,7
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,None,Automobile,10,0,1,0,1,0,0,0,1,0,0,0,1,1,53,99,8
Major Arterial,North York,Mid-Block,Other,No Control,"Fog, Mist, Smoke, Dust",Daylight,Wet,Pedestrian Collisions,Pedestrian,Major,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,0,53,103,11
Major Arterial,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,8,0,1,0,0,0,0,0,0,0,0,0,1,0,22,14,12
Major Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Angle,Pedestrian,Major,Other,3,0,0,0,0,0,0,0,0,0,0,0,1,0,43,138,8
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,11,1,1,0,0,0,0,0,0,0,0,0,0,0,32,33,9
Major Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Daylight,Wet,Other,Other,Major,Automobile,17,1,1,0,0,0,0,0,0,0,0,0,0,0,54,58,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Other,None,Other,22,0,1,0,0,0,0,0,0,0,0,0,1,0,52,76,2
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,14,0,1,1,0,0,0,0,1,0,0,0,0,0,41,120,8
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,5,1,1,0,0,0,0,0,1,0,0,0,0,0,43,137,3
Local,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,17,0,1,0,0,0,0,0,0,0,0,0,1,0,14,80,8
Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,Major,2 Wheels,20,0,0,1,0,0,0,0,1,0,0,0,0,0,23,1,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,0,1,52,76,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Pedestrian Collisions,Pedestrian,Fatal,Other,15,0,1,0,0,0,0,1,1,0,0,0,1,0,31,26,4
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Fatal,Other,7,0,1,0,0,0,0,0,0,0,0,0,1,0,53,95,5
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Sideswipe,Driver,Major,Automobile,19,0,1,0,0,0,0,1,1,0,0,0,0,0,22,20,12
Minor Arterial,Scarborough,Intersection,Other,No Control,Clear,Dark,Wet,Turning Movement,Driver,Minor,Automobile,6,0,1,0,0,0,0,0,0,0,0,0,0,0,41,121,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Fatal,Other,20,0,1,0,0,0,0,0,1,0,0,0,1,0,22,19,6
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,54,66,2
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,1,0,12,110,12
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Dark,Wet,Rear End,Driver,None,Automobile,8,0,1,0,0,0,0,0,1,0,0,0,0,0,54,58,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,12,0,1,0,0,0,0,1,1,0,0,0,1,1,33,53,12
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,19,1,1,0,0,0,0,0,0,0,0,0,0,1,55,70,7
Major Arterial,Toronto and East York,Intersection,Other,No Control,Snow,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,82,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,7,0,1,0,0,0,0,0,1,0,0,0,0,1,32,34,5
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Passenger,Minor,Other,12,0,1,0,1,0,0,0,0,0,0,0,0,1,41,126,7
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,23,7,10
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,None,Automobile,2,0,1,0,0,0,0,0,0,0,0,0,1,0,53,95,6
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Snow,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,18,0,1,0,0,0,0,0,0,0,0,0,1,0,11,87,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Fatal,Automobile,19,0,1,0,0,0,0,0,1,1,0,0,0,1,43,137,6
Major Arterial,North York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,16,0,1,0,0,0,0,0,1,0,0,0,1,0,41,120,4
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Vehicle Owner,None,Other,9,0,1,0,1,0,0,1,1,0,0,0,0,0,23,1,1
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,SMV Other,Passenger,None,Other,6,0,1,0,0,0,0,1,1,0,0,0,0,1,51,73,3
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Vehicle Owner,None,Other,22,0,1,0,0,0,0,0,0,0,0,0,1,0,23,1,10
Other,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,16,0,0,0,0,1,0,0,0,0,0,0,1,0,43,127,8
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,None,Other,21,0,1,1,0,0,0,0,1,1,0,0,0,1,51,75,7
Major Arterial,North York,Mid-Block,Other,No Control,Snow,Daylight,Slush,Pedestrian Collisions,Pedestrian,Major,Other,16,0,0,0,0,1,0,0,0,0,0,0,1,0,13,109,1
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Truck Driver,None,Truck,10,0,0,0,1,0,0,0,0,0,0,0,1,0,22,14,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,32,51,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,None,Automobile,6,0,1,0,0,0,0,0,1,0,0,0,1,0,41,126,9
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,17,0,1,0,0,0,0,0,0,0,0,0,1,0,14,86,7
Minor Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Cyclist Collisions,Cyclist Passenger,Fatal,Other,16,1,0,0,1,0,0,0,1,0,0,0,0,0,22,17,11
Major Arterial,North York,Intersection,At Intersection,No Control,Snow,Dark,Wet,Approaching,Driver,Major,Automobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,52,12
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Wet,Sideswipe,Vehicle Owner,None,Other,6,0,1,0,0,0,0,0,0,0,0,0,0,1,22,17,11
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,11,0,1,0,0,0,0,0,1,0,0,0,1,0,41,122,6
Major Arterial,Toronto and East York,Intersection,Other,No Control,Rain,Daylight,Wet,Rear End,Vehicle Owner,None,Other,10,0,1,0,0,0,0,0,1,0,0,0,0,1,53,95,11
